AREA;YEAR;powerCosts;capacityCosts;Prod;elecUse;gasUse;carbon;prodPercent;elecPercent;gasPercent;importElec;TURPE;capexElec;importGas;storageElec;storageH2;importsH2;tech;scenario
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.637495604833341e-10;Imports;woSMR_2040
Marseille;2040;0.0;0.0;1350865.2955881602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;243155753.20586848;Imports;woSMR_2040
Marseille;2050;0.0;0.0;534190.3252629827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96154258.54733682;Imports;woSMR_2040
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;woSMR_2050
Marseille;2030;0.0;0.0;0.0;-1.1872052229709318e-11;0.0;0.0;1.0;1.0;0.0;4.213658445249671e-11;1.0251611072070516e-10;-9.730851288456782e-10;0.0;0.0;1.1052027975049894e-10;0.0;AEL;woSMR_2050
Marseille;2040;0.0;93778705.67761667;3324575.808257092;5119846.744715922;0.0;0.0;1.0;1.0;0.0;17499027.25566555;63615886.244839795;15277245.441586046;0.0;0.0;17561255.64617577;0.0;AEL;woSMR_2050
Marseille;2050;0.0;117677347.89878076;6062220.206832221;9335819.11852162;0.0;0.0;1.0;1.0;0.0;26074791.042278916;64956559.80996437;236383024.2542055;0.0;0.0;50026594.07381741;0.0;AEL;woSMR_2050
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;woSMR_2050
Marseille;2030;8480321.462132903;31464077.622264147;4602207.71233847;0.0;5930899.780286781;122836835.25586978;0.0;0.0;1.0;0.0;0.0;0.0;159365213.4403119;0.0;0.0;0.0;SMR;woSMR_2050
Marseille;2040;7132583.04172892;31464077.622264147;2529356.404375768;0.0;3272783.7613172974;75091377.86604708;0.0;0.0;1.0;0.0;0.0;0.0;94117562.24903929;0.0;0.0;0.0;SMR;woSMR_2050
Marseille;2050;0.0;17414993.774412844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SMR;woSMR_2050
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;woSMR_2050
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.1432822962352809e-10;Imports;woSMR_2050
Marseille;2040;0.0;0.0;37282.74911307573;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6710894.840353632;Imports;woSMR_2050
Marseille;2050;0.0;0.0;551579.7931676382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99284362.77017474;Imports;woSMR_2050
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;CO2_10
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;CO2_10
Marseille;2040;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;CO2_10
Marseille;2050;0.0;51363391.91911065;2709351.5720123174;4172401.420898969;0.0;0.0;1.0;1.0;0.0;9683737.252460908;50512205.29806959;15716070.744577594;0.0;0.0;8754710.543582723;0.0;AEL;CO2_10
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;CO2_10
Marseille;2030;6367003.619591636;40689686.816670544;4602207.71233847;0.0;6034840.271793243;79984184.45477876;0.0;0.0;1.0;0.0;0.0;0.0;162158128.38199216;0.0;0.0;0.0;SMR;CO2_10
Marseille;2040;10657880.789063;55352767.73567905;5891214.9617461385;0.0;7840191.494531901;91816274.45612594;0.0;0.0;1.0;0.0;0.0;0.0;210668505.15528363;0.0;0.0;0.0;SMR;CO2_10
Marseille;2050;7261213.899875371;101452555.09782273;3893279.0848731664;0.0;5205079.540281721;51305297.98595752;0.0;0.0;1.0;0.0;0.0;0.0;161274912.2453108;0.0;0.0;0.0;SMR;CO2_10
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;CO2_10
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;CO2_10
Marseille;2040;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;CO2_10
Marseille;2050;0.0;0.0;11169.343114374293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2010481.7605873735;Imports;CO2_10
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;CO2_100
Marseille;2030;0.0;0.0;0.0;1.5228712961154475e-12;0.0;0.0;1.0;1.0;0.0;-3.343912686389933e-11;-3.5843860904313694e-11;0.0;0.0;0.0;0.0;0.0;AEL;CO2_100
Marseille;2040;0.0;77731677.59437281;2699431.060911865;4157123.83381806;0.0;0.0;1.0;1.0;0.0;14906830.121717917;52978208.335968375;6763107.8300508335;0.0;0.0;8338863.662323186;0.0;AEL;CO2_100
Marseille;2050;0.0;107598401.69976984;4204529.401864333;6474975.278871073;0.0;0.0;1.0;1.0;0.0;22055503.367281523;78550426.42560896;22219997.27829371;0.0;0.0;33977951.66590076;0.0;AEL;CO2_100
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;CO2_100
Marseille;2030;966463.6195912254;37401686.81667055;4602207.712339371;0.0;5890825.871794395;139358531.29580605;0.0;0.0;1.0;0.0;0.0;0.0;158288414.4355916;0.0;0.0;0.0;SMR;CO2_100
Marseille;2040;669729.6731267606;37401686.81667055;3189188.919651247;0.0;4082161.8171535963;116819990.1268252;0.0;0.0;1.0;0.0;0.0;0.0;115668113.3666764;0.0;0.0;0.0;SMR;CO2_100
Marseille;2050;495162.6129988072;76466967.13442276;2357917.204756319;0.0;3018134.0220880886;87434764.79668406;0.0;0.0;1.0;0.0;0.0;0.0;101901235.48560777;0.0;0.0;0.0;SMR;CO2_100
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;CO2_100
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;CO2_100
Marseille;2040;0.0;0.0;2594.981182920425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;467096.61292567634;Imports;CO2_100
Marseille;2050;0.0;0.0;51353.39337932976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9243610.808279356;Imports;CO2_100
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;Cavern
Marseille;2030;0.0;0.0;0.0;-8.362707553646558e-13;0.0;0.0;1.0;1.0;0.0;-3.757054840879925e-11;-6.970272936848495e-12;0.0;0.0;0.0;665043.3537195731;0.0;AEL;Cavern
Marseille;2040;0.0;66291811.18212836;2296506.2634651256;3536619.6457362934;0.0;0.0;1.0;1.0;0.0;13613426.201040963;47028469.06290959;1232300.379113913;0.0;0.0;14094444.936428042;0.0;AEL;Cavern
Marseille;2050;0.0;124471136.02351063;5431664.5348702725;8364763.38370022;0.0;0.0;1.0;1.0;0.0;21686441.052965224;107107191.11048177;16899118.13506308;0.0;0.0;65859299.65194162;0.0;AEL;Cavern
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;Cavern
Marseille;2030;25085475.875730485;33486014.23274757;4602207.712339243;0.0;6019460.60382697;86324923.57663724;0.0;0.0;1.0;0.0;0.0;0.0;161744871.6824956;0.0;0.0;0.0;SMR;Cavern
Marseille;2040;22956068.867040716;33486014.23274757;3594708.698281315;0.0;4719633.427348909;72621815.8580729;0.0;0.0;1.0;0.0;0.0;0.0;129187322.66253051;0.0;0.0;0.0;SMR;Cavern
Marseille;2050;9114264.436151182;56573813.01361398;1182135.4651297755;0.0;1560418.8139713036;13748695.566550305;0.0;0.0;1.0;0.0;0.0;0.0;57308729.54857326;0.0;0.0;0.0;SMR;Cavern
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;CavernREinf
Marseille;2030;0.0;0.0;0.0;-3.45061884892609e-24;0.0;0.0;1.0;1.0;0.0;5.132127979047774e-20;3.8999937370044294e-21;0.0;0.0;0.0;-4.163818374578747e-23;0.0;AEL;CavernREinf
Marseille;2040;0.0;79645545.16578689;2766365.064378;4260202.19914212;0.0;0.0;1.0;1.0;0.0;18153160.33721316;56372417.68110718;1134203.2100829799;0.0;0.0;14726548.32609839;0.0;AEL;CavernREinf
Marseille;2050;0.0;109212620.7557022;6211159.369050478;9565185.428337736;0.0;0.0;1.0;1.0;0.0;17369574.9834525;76560358.08140689;158501528.41266552;0.0;0.0;53255253.22690303;0.0;AEL;CavernREinf
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;CavernREinf
Marseille;2030;8480321.462132903;31464077.622264147;4602207.71233847;0.0;5930899.780286781;122836835.25586978;0.0;0.0;1.0;0.0;0.0;0.0;159365213.4403119;0.0;0.0;0.0;SMR;CavernREinf
Marseille;2040;7662147.012078203;31464077.622264147;3124849.8973677447;0.0;4037172.820810073;95828357.5821918;0.0;0.0;1.0;0.0;0.0;0.0;111624457.54025966;0.0;0.0;0.0;SMR;CavernREinf
Marseille;2050;3104359.264619261;21189077.622264143;402640.6309493054;0.0;531485.6328530832;4955806.367868711;0.0;0.0;1.0;0.0;0.0;0.0;18585757.453772195;0.0;0.0;0.0;SMR;CavernREinf
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;Cavern2040
Marseille;2030;0.0;0.0;0.0;3.063860276595875e-13;0.0;0.0;1.0;1.0;0.0;1.2252377246107187e-11;2.3591724129781065e-12;0.0;0.0;0.0;-7.690586710817037e-25;0.0;AEL;Cavern2040
Marseille;2040;0.0;67364512.3252901;2374846.2518680063;3657263.22787673;0.0;0.0;1.0;1.0;0.0;12671174.337353423;47147755.1146023;6975566.328069372;0.0;0.0;12995028.520791145;0.0;AEL;Cavern2040
Marseille;2050;0.0;125759027.50028391;5503873.179118564;8475964.69584259;0.0;0.0;1.0;1.0;0.0;21391588.965228338;107258532.34075968;21792143.4124387;0.0;0.0;65234912.46885719;0.0;AEL;Cavern2040
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;Cavern2040
Marseille;2030;25549894.042819835;33542564.390080158;4602207.712338544;0.0;6021937.50071722;85303746.97827438;0.0;0.0;1.0;0.0;0.0;0.0;161811426.71063274;0.0;0.0;0.0;SMR;Cavern2040
Marseille;2040;23301091.147348072;33542564.390080158;3516368.7098780274;0.0;4621286.101807987;68790747.28394587;0.0;0.0;1.0;0.0;0.0;0.0;127111871.59037592;0.0;0.0;0.0;SMR;Cavern2040
Marseille;2050;8557535.78899718;57563464.39198939;1109926.8208816294;0.0;1465103.403563751;12154629.835842054;0.0;0.0;1.0;0.0;0.0;0.0;55656525.40123602;0.0;0.0;0.0;SMR;Cavern2040
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;gas_x1
Marseille;2030;35483021.46212868;34752077.62226415;4602207.712339371;0.0;6074914.18028797;63462488.4148822;0.0;0.0;1.0;0.0;0.0;0.0;81617463.69335441;0.0;0.0;0.0;SMR;gas_x1
Marseille;2040;53142420.77901167;68953312.64250164;5891214.961746515;0.0;7943974.691928328;81314400.32108162;0.0;0.0;1.0;0.0;0.0;0.0;106728596.77644604;0.0;0.0;0.0;SMR;gas_x1
Marseille;2050;63041835.80308114;132104038.27525404;6613800.000001035;0.0;8991722.997397382;98398501.64938407;0.0;0.0;1.0;0.0;0.0;0.0;120805266.296945;0.0;0.0;0.0;SMR;gas_x1
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AEL;gas_x5
Marseille;2030;0.0;88333537.70093226;2680548.804308942;4128045.158635771;0.0;0.0;1.0;1.0;0.0;88480906.45748542;48123465.14139206;17957737.900714517;0.0;0.0;5807701.303306916;0.0;AEL;gas_x5
Marseille;2040;0.0;153221328.25412107;4626300.5395150045;7124502.830853107;0.0;0.0;1.0;1.0;0.0;47766718.89843602;85732108.12817423;29197371.867123906;0.0;0.0;27558617.07581968;0.0;AEL;gas_x5
Marseille;2050;0.0;113574019.53207612;5350404.298548423;8239622.619764571;0.0;0.0;1.0;1.0;0.0;40406049.97770094;84385251.4051995;94053906.2793571;0.0;0.0;60095018.806040995;0.0;AEL;gas_x5
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;gas_x5
Marseille;2030;381451.4305821349;10274999.999999998;1816435.3837244108;0.0;2325037.2911672457;28973599.940957822;0.0;0.0;1.0;0.0;0.0;0.0;178025712.76713356;0.0;0.0;0.0;SMR;gas_x5
Marseille;2040;246531.697285819;13950233.741888193;1173960.4632658907;0.0;1502669.3929803402;3755503.1291562556;0.0;0.0;1.0;0.0;0.0;0.0;119093222.54298413;0.0;0.0;0.0;SMR;gas_x5
Marseille;2050;999299.6219636096;60509105.87023146;1243705.8658765703;0.0;1595880.1557360343;-279414.21605342254;0.0;0.0;1.0;0.0;0.0;0.0;117411370.91534773;0.0;0.0;0.0;SMR;gas_x5
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;gas_x5
Marseille;2030;0.0;0.0;105223.5243054329;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18940234.37497785;Imports;gas_x5
Marseille;2040;0.0;0.0;90953.95896525809;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16371712.61374644;Imports;gas_x5
Marseille;2050;0.0;0.0;19689.835575153895;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3544170.4035277027;Imports;gas_x5
Marseille;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;AEL;import_H2
Marseille;2030;0;0;0;1,77E-11;0;0;1;1;0;-3,68E-11;-7,18E-11;2,07E-09;0;0;-1,66E-11;0;AEL;import_H2
Marseille;2040;0;59531523,89;2103167,638;3238878,162;0;0;1;1;0;15760735,63;41830808,1;2,17E-10;0;0;4024382,652;0;AEL;import_H2
Marseille;2050;0;64408188,85;2480426,281;3819856,473;0;0;1;1;0;10557623,78;50964604,28;2,17E-10;0;-3,33E-09;8684830,39;0;AEL;import_H2
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;import_H2
Marseille;2030;8480321.462132903;31464077.622264147;4602207.71233847;0.0;5930899.780286781;122836835.25586978;0.0;0.0;1.0;0.0;0.0;0.0;159365213.4403119;0.0;0.0;0.0;SMR;import_H2
Marseille;2040;6827859.230676064;29444362.76311003;2289283.014291149;0.0;2964133.510546932;66973918.14039678;0.0;0.0;1.0;0.0;0.0;0.0;70485768.98891485;0.0;0.0;0.0;SMR;import_H2
Marseille;2050;3.549173560355849e-10;17414993.774412844;0.0;0.0;3.756424571179549e-11;1.0718439386333778e-10;0.0;0.0;1.0;0.0;0.0;0.0;1.0848487113297994e-09;0.0;0.0;0.0;SMR;import_H2
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;import_H2
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-9.42767958132074e-11;Imports;import_H2
Marseille;2040;0.0;0.0;1498764.3097098873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112407323.22824511;Imports;import_H2
Marseille;2050;0.0;0.0;4133373.719035794;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;248002423.14213863;Imports;import_H2
Marseille;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;AEL;cheap_H2
Marseille;2030;0;0;0;9,29E-12;0;0;1;1;0;-1,50E-10;-1,23E-10;9,73E-10;0;0;0;0;AEL;cheap_H2
Marseille;2040;0;47212254,14;1544090,132;2377898,803;0;0;1;1;0;4699312,152;31370139,96;1,72E-10;0;0;0;0;AEL;cheap_H2
Marseille;2050;0;51590608,65;2085310;3211377,4;0;0;1;1;0;9832186,518;42812706,86;1,72E-10;0;2,13E-24;-1,04E-26;0;AEL;cheap_H2
Marseille;2020;754999.8349505324;16440000.0;3595237.309288123;0.0;4601903.755888797;86039781.19095966;0.0;0.0;1.0;0.0;0.0;0.0;61827328.18439257;0.0;0.0;0.0;SMR;cheap_H2
Marseille;2030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SMR;cheap_H2
Marseille;2040;5.214131574989139e-13;0.0;0.0;0.0;8.926917871576735e-14;1.1281012051773072e-12;0.0;0.0;1.0;0.0;0.0;0.0;2.2799348244006983e-12;0.0;0.0;0.0;SMR;cheap_H2
Marseille;2050;-3.0184662453263334e-12;6.180980536420881e-26;0.0;0.0;-3.365869978432269e-13;-1.4971464550200116e-12;0.0;0.0;1.0;0.0;0.0;0.0;-8.146455877727938e-12;0.0;0.0;0.0;SMR;cheap_H2
Marseille;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Imports;cheap_H2
Marseille;2030;0.0;0.0;4602207.712339371;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;276132462.7403666;Imports;cheap_H2
Marseille;2040;0.0;0.0;4347124.830220211;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;260827489.8132088;Imports;cheap_H2
Marseille;2050;0.0;0.0;4528490.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;271709399.9999962;Imports;cheap_H2
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
